_id,Area_of_Origin,Building_Status,Business_Impact,Civilian_Casualties,Count_of_Persons_Rescued,Estimated_Dollar_Loss,Estimated_Number_Of_Persons_Displaced,Exposures,Ext_agent_app_or_defer_time,Extent_Of_Fire,Final_Incident_Type,Fire_Alarm_System_Impact_on_Evacuation,Fire_Alarm_System_Operation,Fire_Alarm_System_Presence,Fire_Under_Control_Time,Ignition_Source,Incident_Number,Incident_Station_Area,Incident_Ward,Initial_CAD_Event_Type,Intersection,Last_TFS_Unit_Clear_Time,Latitude,Level_Of_Origin,Longitude,Material_First_Ignited,Method_Of_Fire_Control,Number_of_responding_apparatus,Number_of_responding_personnel,Possible_Cause,Property_Use,Smoke_Alarm_at_Fire_Origin,Smoke_Alarm_at_Fire_Origin_Alarm_Failure,Smoke_Alarm_at_Fire_Origin_Alarm_Type,Smoke_Alarm_Impact_on_Persons_Evacuating_Impact_on_Evacuation,Smoke_Spread,Sprinkler_System_Operation,Sprinkler_System_Presence,Status_of_Fire_On_Arrival,TFS_Alarm_Time,TFS_Arrival_Time,TFS_Firefighter_Casualties,Response_Minutes,Minutes_To_Control
195376,"23 - Dining or Beverage Area (inc mess, canteen, lunchroom, cafeteria",02 - Under Renovation,2 - May resume operations within a week,0,0,3000.0,8.0,,2013-07-19T20:30:36,2 - Confined to part of room/area of origin,01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,2 - Fire alarm system did not operate,1 -  Fire alarm system present,2013-07-19 20:35:06,"73 - Blow Torch, Bunsen Burner",F13059024,313,28.0,FICI,Prospect St / Parliament St,2013-07-19T21:31:55,43.66711,002,-79.36912,19 - Other Building Component,1 - Extinguished by fire department,6,20,46 - Used or Placed too close to combustibles,"151 - Restaurants (occupant load greater than 30 persons, licensed)",3 - Floor/suite of fire origin: Smoke alarm present did not operate,4 - Remote from fire – smoke did not reach alarm,2 - Hardwired (standalone),7 - Not applicable: Occupant(s) first alerted by other means,2 - Confined to part of room/area of origin,9 - Activation/operation undetermined,9 - Undetermined,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2013-07-19 20:21:58,2013-07-19 20:25:25,1,3.45,13.133333333333333
196759,"71 - Open Area (inc lawn, field, farmyard, park, playing field, pier,",01 - Normal (no change),8 - Not applicable (not a business),0,0,5000.0,0.0,,2016-12-18T13:11:00,2 - Confined to part of room/area of origin,01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,8 - Not applicable (no system),8 - Not applicable (bldg not classified by OBC OR detached/semi/town home),2016-12-18 13:13:00,30 - Other Electrical Distribution Item,F16117432,321,26.0,FIR,Millwood Rd / Southvale Dr,2016-12-18T13:35:02,43.70246,999,-79.36158,47 - Vehicle,1 - Extinguished by fire department,6,20,20 - Design/Construction/Installation/Maintenance Deficiency,301 - Detached Dwelling,"4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined",4 - Remote from fire – smoke did not reach alarm,1 - Battery operated,7 - Not applicable: Occupant(s) first alerted by other means,99 - Undetermined,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,2 - Fire with no evidence from street,2016-12-18 13:03:27,2016-12-18 13:08:15,1,4.8,9.55
196786,78 - Attached Deck,01 - Normal (no change),8 - Not applicable (not a business),0,0,5000.0,997.0,,2016-07-23T21:18:59,9 - Confined to roof/exterior structure,01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,2 - Fire alarm system did not operate,8 - Not applicable (bldg not classified by OBC OR detached/semi/town home),2016-07-23 21:23:04,14 - Open Fired Barbeque - Fixed or Portable,F16067419,331,19.0,FIR,Crawford St / Harrison St,2016-07-23T22:14:12,43.6517,003,-79.41771999999999,97 - Other,1 - Extinguished by fire department,6,21,"60 - Other unintentional cause, not classified",302 - Semi-Detached Dwelling,3 - Floor/suite of fire origin: Smoke alarm present did not operate,"5 - Separated from fire (e.g. wall, etc)",4 - Interconnected,9 - Undetermined,9 - Confined to roof/exterior structure,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,2 - Fire with no evidence from street,2016-07-23 21:12:42,2016-07-23 21:17:34,1,4.866666666666666,10.366666666666667
197989,"21 - Living Area (e.g. living, TV, recreation, etc)",01 - Normal (no change),8 - Not applicable (not a business),0,0,5000.0,2.0,,2015-12-25T17:28:09,2 - Confined to part of room/area of origin,01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),2 - No Fire alarm system,2015-12-25 17:35:00,35 - Fireplace - Factory Built,F15118800,331,19.0,FIR,Churchill Ave / Lakeview Ave,2015-12-25T18:28:31,43.65181,002,-79.4237,55 - Wood,1 - Extinguished by fire department,6,21,46 - Used or Placed too close to combustibles,302 - Semi-Detached Dwelling,2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,1 - Battery operated,"8 - Not applicable: No alarm, no persons present","4 - Spread beyond room of origin, same floor",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,2 - Fire with no evidence from street,2015-12-25 17:23:57,2015-12-25 17:27:09,1,3.2,11.05
197992,68 - Concealed Wall Area,01 - Normal (no change),2 - May resume operations within a week,0,0,10000.0,0.0,,2014-02-08T22:20:00,2 - Confined to part of room/area of origin,01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),2 - No Fire alarm system,2014-02-08 22:35:00,999 - Undetermined,F14013763,312,27.0,FICI,Avenue Rd / Pears Ave,2014-02-08T23:25:55,43.67555,001,-79.39694,16 - Insulation,1 - Extinguished by fire department,6,21,99 - Undetermined,"331 - Apartment, Flat, Tenement with Business",3 - Floor/suite of fire origin: Smoke alarm present did not operate,1 - No battery,1 - Battery operated,7 - Not applicable: Occupant(s) first alerted by other means,"7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2014-02-08 21:49:23,2014-02-08 21:53:14,1,3.85,45.61666666666667
198042,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",01 - Normal (no change),1 - No business interruption,0,7,220000.0,4.0,,2015-04-25T14:36:12,"4 - Spread beyond room of origin, same floor",01 - Fire,1 - All persons (at risk of injury) evacuated as a result of hearing fire alarm system,1 - Fire alarm system operated,1 -  Fire alarm system present,2015-04-25 14:41:12,999 - Undetermined,F15038392,141,8.0,FIHR,Potsdam Rd / Tobermory Dr,2015-04-25T19:28:34,43.76046,004,-79.50978,"31 - Mattress, Pillow",1 - Extinguished by fire department,32,96,99 - Undetermined,323 - Multi-Unit Dwelling - Over 12 Units,2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,2 - Hardwired (standalone),1 - All persons (at risk of injury) self evacuated as a result of hearing alarm,"7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"4 - Flames showing from small area (one storey or less, part of a vehicle, outdoor)",2015-04-25 14:16:22,2015-04-25 14:20:18,2,3.933333333333333,24.833333333333332
198104,"31 - Process Manufacturing (inc manf, prod assembly, repair)",01 - Normal (no change),2 - May resume operations within a week,0,0,5000.0,0.0,,2014-07-19T07:48:13,1 - Confined to object of origin,01 - Fire,9 - Undetermined,9 - Fire alarm system operation undetermined,1 -  Fire alarm system present,2014-07-19 08:19:04,69 - Other Processing Equipment,F14062336,224,31.0,FICI,Cranfield Rd / Curity Ave,2014-07-19T11:15:14,43.70926,001,-79.31427,"56 - Paper, Cardboard",1 - Extinguished by fire department,17,52,51 - Mechanical Failure,791 - Recycling Facility,1 - Floor/suite of fire origin: No smoke alarm,98 - Not applicable: Alarm operated OR presence/operation undetermined,4 - Interconnected,1 - All persons (at risk of injury) self evacuated as a result of hearing alarm,"4 - Spread beyond room of origin, same floor",2 - Did not activate: remote from fire,2 - Partial sprinkler system present,2 - Fire with no evidence from street,2014-07-19 07:26:47,2014-07-19 07:31:30,1,4.716666666666667,52.28333333333333
198112,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",01 - Normal (no change),8 - Not applicable (not a business),1,0,125000.0,6.0,,2014-11-21T01:58:29,"4 - Spread beyond room of origin, same floor",01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),8 - Not applicable (bldg not classified by OBC OR detached/semi/town home),2014-11-21 02:17:09,76 - Lighters (open flame),F14102142,413,1.0,FIR,Cabernet Crcl / Bordeaux Crct,2014-11-21T07:23:02,43.75415,002,-79.60199,32 - Bedding,1 - Extinguished by fire department,14,50,50 - Other misuse of ignition source/material ignited,301 - Detached Dwelling,"4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined",98 - Not applicable: Alarm operated OR presence/operation undetermined,2 - Hardwired (standalone),9 - Undetermined,"4 - Spread beyond room of origin, same floor",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"5 - Flames showing from large area (more than one storey, large area outdoors)",2014-11-21 01:47:29,2014-11-21 01:53:27,1,5.966666666666667,29.666666666666668
198416,42 - Garage,01 - Normal (no change),8 - Not applicable (not a business),0,0,10000.0,0.0,,2014-03-21T14:55:30,2 - Confined to part of room/area of origin,01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),8 - Not applicable (bldg not classified by OBC OR detached/semi/town home),2014-03-21 15:01:10,999 - Undetermined,F14025597,322,29.0,FIR,Todmorden Lane / Gamble Ave,2014-03-21T16:15:49,43.69106,001,-79.34574,99 - Undetermined (formerly 98),1 - Extinguished by fire department,6,20,99 - Undetermined,365 - Detached Garage,1 - Floor/suite of fire origin: No smoke alarm,98 - Not applicable: Alarm operated OR presence/operation undetermined,8 - Not applicable - no smoke alarm or presence undetermined,7 - Not applicable: Occupant(s) first alerted by other means,2 - Confined to part of room/area of origin,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2014-03-21 14:47:46,2014-03-21 14:52:23,1,4.616666666666666,13.4
198596,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",01 - Normal (no change),8 - Not applicable (not a business),0,0,20000.0,50.0,,2013-06-03T23:32:01,1 - Confined to object of origin,01 - Fire,1 - All persons (at risk of injury) evacuated as a result of hearing fire alarm system,1 - Fire alarm system operated,1 -  Fire alarm system present,2013-06-03 23:32:31,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",F13043177,235,31.0,FIHR,Tucker St / Blair St,2013-06-04T00:40:15,43.71614,003,-79.30546,"31 - Mattress, Pillow",1 - Extinguished by fire department,17,53,99 - Undetermined,323 - Multi-Unit Dwelling - Over 12 Units,2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,2 - Hardwired (standalone),2 - Some persons (at risk) self evacuated as a result of hearing alarm,5 - Multi unit bldg: spread beyond suite of origin but not to separated suite(s),8 - Not applicable - no sprinkler system present,3 - No sprinkler system,2 - Fire with no evidence from street,2013-06-03 23:15:30,2013-06-03 23:20:24,1,4.9,17.016666666666666
198608,53 - Chimney/Flue Pipe,01 - Normal (no change),1 - No business interruption,0,0,5000.0,0.0,,2013-04-12T17:51:33,1 - Confined to object of origin,01 - Fire,2 - Some persons (at risk) evacuated as a result of hearing fire alarm system,9 - Fire alarm system operation undetermined,1 -  Fire alarm system present,2013-04-12 18:25:22,39 - Chimney - Masonry,F13027764,311,22.0,FICI,St Clair Ave W / Deer Park Cres,2013-04-12T19:14:42,43.68732,001,-79.39798,"44 - Creosote (chimney, flue pipe)",1 - Extinguished by fire department,6,20,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",124 - Sports/Country/Social/Yacht Club,3 - Floor/suite of fire origin: Smoke alarm present did not operate,99 - Reason for inoperation undetermined,9 - Type undetermined,7 - Not applicable: Occupant(s) first alerted by other means,"4 - Spread beyond room of origin, same floor",2 - Did not activate: remote from fire,9 - Undetermined,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2013-04-12 17:38:46,2013-04-12 17:42:39,1,3.8833333333333333,46.6
198755,39 - Other Functional Area,01 - Normal (no change),8 - Not applicable (not a business),1,0,50000.0,4.0,,2017-12-19T07:00:04,2 - Confined to part of room/area of origin,01 - Fire,1 - All persons (at risk of injury) evacuated as a result of hearing fire alarm system,1 - Fire alarm system operated,1 -  Fire alarm system present,2017-12-19 07:20:00,"29 - Extension Cord, Temporary Wiring",F17129525,234,43.0,FIHR,Lawrence Ave E / Galloway Rd,2017-12-19T13:01:15,43.76615,001,-79.19643,99 - Undetermined (formerly 98),1 - Extinguished by fire department,19,61,52 - Electrical Failure,323 - Multi-Unit Dwelling - Over 12 Units,1 - Floor/suite of fire origin: No smoke alarm,9 - Other reason,8 - Not applicable - no smoke alarm or presence undetermined,1 - All persons (at risk of injury) self evacuated as a result of hearing alarm,"7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,2 - Fire with no evidence from street,2017-12-19 06:41:58,2017-12-19 06:46:50,1,4.866666666666666,38.03333333333333
198759,50 - Basement/cellar (not partitioned),01 - Normal (no change),8 - Not applicable (not a business),0,0,300.0,0.0,,2014-04-16T12:11:30,1 - Confined to object of origin,01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),8 - Not applicable (bldg not classified by OBC OR detached/semi/town home),2014-04-16 12:12:00,43 - Clothes Dryer,F14033261,213,42.0,FIHR,Empringham Dr / Whispering Willow Ptwy,2014-04-16T12:29:44,43.81208,B01,-79.21244,97 - Other,1 - Extinguished by fire department,6,22,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup","303 - Attached Dwelling (eg. rowhouse, townhouse, etc.)",1 - Floor/suite of fire origin: No smoke alarm,9 - Other reason,2 - Hardwired (standalone),1 - All persons (at risk of injury) self evacuated as a result of hearing alarm,"7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,2 - Fire with no evidence from street,2014-04-16 12:04:01,2014-04-16 12:10:29,1,6.466666666666667,7.983333333333333
198799,81 - Engine Area,,,0,0,9000.0,0.0,,2013-05-25T16:58:36,,01 - Fire,,,,2013-05-25 16:59:34,999 - Undetermined,F13040044,445,3.0,FIR,Tasker Rd / Haliburton Ave,2013-05-25T17:28:06,43.6571,,-79.54553,99 - Undetermined (formerly 98),1 - Extinguished by fire department,6,20,99 - Undetermined,901 - Automobile,,,,,,,,"7 - Fully involved (total structure, vehicle, spreading outdoor fire)",2013-05-25 16:51:15,2013-05-25 16:56:05,1,4.833333333333333,8.316666666666666
198847,24 - Cooking Area or Kitchen,01 - Normal (no change),4 - May resume operations within a year,0,1,450000.0,8.0,,2016-04-04T09:46:30,"7 - Spread to other floors, confined to building",01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,1 - Fire alarm system operated,1 -  Fire alarm system present,2016-04-04 10:40:02,12 - Oven,F16029498,342,17.0,FIR,St Clair Ave W / St Clarens Ave,2016-04-04T17:21:14,43.67656,B01,-79.44943,"74 - Cooking Oil, Grease",1 - Extinguished by fire department,29,88,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup","331 - Apartment, Flat, Tenement with Business",2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,4 - Interconnected,9 - Undetermined,"7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2016-04-04 09:39:01,2016-04-04 09:43:06,1,4.083333333333333,61.016666666666666
198855,"45 - Supply Storage Room (inc maintenance/office/document storage, et",01 - Normal (no change),9 - Undetermined,0,0,200000.0,20.0,,2013-12-29T15:10:44,5 - Multi unit bldg: spread beyond suite of origin but not to separated suite(s),01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,2 - Fire alarm system did not operate,1 -  Fire alarm system present,2013-12-29 15:46:44,999 - Undetermined,F13112637,224,31.0,FICI,Hollinger Rd / Curity Ave,2013-12-29T21:12:31,43.71017,001,-79.31645,48 - Multiple Objects or Materials,1 - Extinguished by fire department,28,81,99 - Undetermined,799 - Other Industrial,9 - Floor/suite of fire origin: Smoke alarm presence undetermined,98 - Not applicable: Alarm operated OR presence/operation undetermined,9 - Type undetermined,7 - Not applicable: Occupant(s) first alerted by other means,6 - Multi unit bldg: spread to separate suite(s),4 - Other reason for non activation/operation,1 - Full sprinkler system present,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2013-12-29 15:01:51,2013-12-29 15:07:20,1,5.483333333333333,44.88333333333333
198858,99 - Undetermined  (formerly 98),,,0,0,550000.0,0.0,,2013-01-27T10:18:25,,01 - Fire,,,,2013-01-27 14:15:56,999 - Undetermined,F13007799,132,16.0,FICI,Bathurst St / Fairholme Ave / Stormont Ave,2013-01-28T16:29:51,43.71842,,-79.42959,99 - Undetermined (formerly 98),1 - Extinguished by fire department,79,259,99 - Undetermined,832 - Processed Food Beverages,,,,,,,,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2013-01-27 10:13:03,2013-01-27 10:16:53,2,3.8333333333333335,242.88333333333333
198860,99 - Undetermined  (formerly 98),01 - Normal (no change),2 - May resume operations within a week,0,0,100000.0,3.0,,2014-03-03T03:42:37,10 - Spread beyond building of origin,01 - Fire,9 - Undetermined,9 - Fire alarm system operation undetermined,9 - Undetermined,2014-03-03 07:10:18,999 - Undetermined,F14020128,211,42.0,FICI,Sewell's Rd / Steeles Ave E,2014-03-04T11:40:29,43.8462,001,-79.2093,99 - Undetermined (formerly 98),1 - Extinguished by fire department,63,201,99 - Undetermined,"741 - Sto: Road Vehicles, Parts","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined",98 - Not applicable: Alarm operated OR presence/operation undetermined,9 - Type undetermined,1 - All persons (at risk of injury) self evacuated as a result of hearing alarm,8 - Entire Structure,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"5 - Flames showing from large area (more than one storey, large area outdoors)",2014-03-03 01:27:35,2014-03-03 01:38:36,1,11.016666666666667,342.71666666666664
198934,64 - Porch or Balcony,01 - Normal (no change),2 - May resume operations within a week,0,3,200000.0,9.0,3.0,2012-06-26T18:57:10,"7 - Spread to other floors, confined to building",01 - Fire,2 - Some persons (at risk) evacuated as a result of hearing fire alarm system,1 - Fire alarm system operated,1 -  Fire alarm system present,2012-06-26 19:35:00,999 - Undetermined,F12069185,225,35.0,FIHR,Denton Ave / Macey Ave,2012-06-27T01:31:32,43.69324,008,-79.28724,99 - Undetermined (formerly 98),1 - Extinguished by fire department,35,104,99 - Undetermined,323 - Multi-Unit Dwelling - Over 12 Units,2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,1 - Battery operated,2 - Some persons (at risk) self evacuated as a result of hearing alarm,"7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"4 - Flames showing from small area (one storey or less, part of a vehicle, outdoor)",2012-06-26 18:43:41,2012-06-26 18:48:06,1,4.416666666666667,51.31666666666667
198945,62 - Roof,02 - Under Renovation,8 - Not applicable (not a business),0,0,800000.0,10.0,4.0,2017-07-05T17:07:21,10 - Spread beyond building of origin,01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),2 - No Fire alarm system,2017-07-05 22:03:00,"73 - Blow Torch, Bunsen Burner",F17062510,331,19.0,FIR,Argyle St / Ln W Ossington S Argyle / Foxley Pl,2017-07-06T15:48:34,43.64677,996,-79.42056,11 - Exterior Roof Covering,1 - Extinguished by fire department,43,133,"60 - Other unintentional cause, not classified","303 - Attached Dwelling (eg. rowhouse, townhouse, etc.)",9 - Floor/suite of fire origin: Smoke alarm presence undetermined,98 - Not applicable: Alarm operated OR presence/operation undetermined,8 - Not applicable - no smoke alarm or presence undetermined,9 - Undetermined,10 - Spread beyond building of origin,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"5 - Flames showing from large area (more than one storey, large area outdoors)",2017-07-05 17:02:12,2017-07-05 17:06:41,2,4.483333333333333,300.8
198946,99 - Undetermined  (formerly 98),03 - Under Construction,8 - Not applicable (not a business),0,0,250000.0,1.0,,2014-08-29T09:20:00,"7 - Spread to other floors, confined to building",01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),2 - No Fire alarm system,2014-08-29 12:49:50,999 - Undetermined,F14075137,426,14.0,FIR,Parkside Dr / Indian Valley Cres,2014-08-29T19:09:45,43.651140000000005,003,-79.45851,99 - Undetermined (formerly 98),1 - Extinguished by fire department,22,73,99 - Undetermined,301 - Detached Dwelling,3 - Floor/suite of fire origin: Smoke alarm present did not operate,7 - Unit failure,2 - Hardwired (standalone),7 - Not applicable: Occupant(s) first alerted by other means,8 - Entire Structure,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"4 - Flames showing from small area (one storey or less, part of a vehicle, outdoor)",2014-08-29 09:10:43,2014-08-29 09:15:02,2,4.316666666666666,219.11666666666667
198949,24 - Cooking Area or Kitchen,01 - Normal (no change),3 - May resume operations within a month,0,0,125000.0,2.0,2.0,2016-07-19T03:01:00,"11 - Spread beyond building of origin, resulted in exposure fire(s)",01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),2 - No Fire alarm system,2016-07-19 03:40:53,55 - Candle,F16065680,326,30.0,FIR,Queen St E / Agnes Lane,2016-07-19T12:17:14,43.6638,001,-79.32791,23 - Cabinetry,1 - Extinguished by fire department,22,67,44 - Unattended,301 - Detached Dwelling,2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,4 - Interconnected,1 - All persons (at risk of injury) self evacuated as a result of hearing alarm,8 - Entire Structure,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"5 - Flames showing from large area (more than one storey, large area outdoors)",2016-07-19 02:54:28,2016-07-19 02:58:38,1,4.166666666666667,46.416666666666664
198950,99 - Undetermined  (formerly 98),01 - Normal (no change),1 - No business interruption,2,0,400000.0,10.0,,2016-10-11T09:11:00,6 - Multi unit bldg: spread to separate suite(s),01 - Fire,9 - Undetermined,9 - Fire alarm system operation undetermined,9 - Undetermined,2016-10-11 11:00:00,999 - Undetermined,F16094934,426,18.0,FIR,Alma Ave / Dufferin St,2016-10-11T18:27:04,43.64464,002,-79.42952,99 - Undetermined (formerly 98),1 - Extinguished by fire department,38,117,99 - Undetermined,321 - Multi-Unit Dwelling - 2 to 6 Units,9 - Floor/suite of fire origin: Smoke alarm presence undetermined,98 - Not applicable: Alarm operated OR presence/operation undetermined,8 - Not applicable - no smoke alarm or presence undetermined,9 - Undetermined,10 - Spread beyond building of origin,9 - Activation/operation undetermined,9 - Undetermined,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2016-10-11 09:01:22,2016-10-11 09:06:23,3,5.016666666666667,118.63333333333334
198956,42 - Garage,01 - Normal (no change),5 - May not resume operations,0,0,700000.0,0.0,6.0,2013-11-26T14:20:00,8 - Entire Structure,01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,8 - Not applicable (no system),9 - Undetermined,2013-11-26 15:29:48,72 - Cutting/Welding Equipment,F13096972,146,7.0,FICI,Kelvin Ave / Wilson Ave,2013-11-27T09:00:37,43.7157,001,-79.5319,99 - Undetermined (formerly 98),1 - Extinguished by fire department,35,116,47 - Improper handling of ignition source or ignited material,603 - Motor Vehicle Repair Garage,9 - Floor/suite of fire origin: Smoke alarm presence undetermined,98 - Not applicable: Alarm operated OR presence/operation undetermined,9 - Type undetermined,7 - Not applicable: Occupant(s) first alerted by other means,8 - Entire Structure,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"7 - Fully involved (total structure, vehicle, spreading outdoor fire)",2013-11-26 14:13:02,2013-11-26 14:16:09,2,3.1166666666666667,76.76666666666667
198971,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",01 - Normal (no change),8 - Not applicable (not a business),1,0,400000.0,16.0,,2015-05-20T10:46:00,"4 - Spread beyond room of origin, same floor",01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,2 - Fire alarm system did not operate,1 -  Fire alarm system present,2015-05-20 12:00:00,"28 - Cord, Cable for Appliance, Electrical Articles",F15046633,325,28.0,FIR,Carlton St / Berkeley St,2015-05-20T15:43:48,43.663990000000005,003,-79.36931,14 - Interior Wall/Ceiling,1 - Extinguished by fire department,24,77,52 - Electrical Failure,311 - Rooming/Boarding/Lodging House,3 - Floor/suite of fire origin: Smoke alarm present did not operate,99 - Reason for inoperation undetermined,2 - Hardwired (standalone),7 - Not applicable: Occupant(s) first alerted by other means,"7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2015-05-20 10:38:19,2015-05-20 10:42:19,3,4.0,81.68333333333334
198996,66 - Concealed Ceiling Area,01 - Normal (no change),5 - May not resume operations,0,0,1000000.0,997.0,,2014-01-22T08:44:00,"11 - Spread beyond building of origin, resulted in exposure fire(s)",01 - Fire,2 - Some persons (at risk) evacuated as a result of hearing fire alarm system,1 - Fire alarm system operated,1 -  Fire alarm system present,2014-01-22 15:00:00,999 - Undetermined,F14008110,312,27.0,FACI,Yorkville Ave / Bellair St,2014-01-23T12:41:48,43.67113,002,-79.39128000000001,14 - Interior Wall/Ceiling,1 - Extinguished by fire department,63,217,99 - Undetermined,499 - Other Business or Personal Services,9 - Floor/suite of fire origin: Smoke alarm presence undetermined,98 - Not applicable: Alarm operated OR presence/operation undetermined,9 - Type undetermined,2 - Some persons (at risk) self evacuated as a result of hearing alarm,10 - Spread beyond building of origin,9 - Activation/operation undetermined,9 - Undetermined,2 - Fire with no evidence from street,2014-01-22 08:36:42,2014-01-22 08:39:37,2,2.9166666666666665,383.3
199005,24 - Cooking Area or Kitchen,01 - Normal (no change),8 - Not applicable (not a business),2,0,350000.0,2.0,1.0,2014-01-27T19:22:30,"7 - Spread to other floors, confined to building",01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),2 - No Fire alarm system,2014-01-27 20:48:22,999 - Undetermined,F14009943,422,13.0,FIR,Page Ave / Watson Ave,2014-01-28T07:02:42,43.66381,001,-79.49195999999999,99 - Undetermined (formerly 98),1 - Extinguished by fire department,24,80,"98 - Unintentional, cause undetermined",301 - Detached Dwelling,9 - Floor/suite of fire origin: Smoke alarm presence undetermined,98 - Not applicable: Alarm operated OR presence/operation undetermined,8 - Not applicable - no smoke alarm or presence undetermined,9 - Undetermined,"7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,1 - Fire extinguished prior to arrival,2014-01-27 19:17:15,2014-01-27 19:20:06,1,2.85,91.11666666666666
199007,99 - Undetermined  (formerly 98),02 - Under Renovation,8 - Not applicable (not a business),0,0,1000000.0,0.0,,2014-01-31T14:57:00,"7 - Spread to other floors, confined to building",01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),2 - No Fire alarm system,2014-01-31 17:00:00,999 - Undetermined,F14011305,345,18.0,FAI,Dufferin St / Armstrong Ave,2014-02-01T17:43:28,43.66472,998,-79.43744000000001,99 - Undetermined (formerly 98),1 - Extinguished by fire department,53,163,99 - Undetermined,"153 - Church, Other Similar Place of Worship",1 - Floor/suite of fire origin: No smoke alarm,98 - Not applicable: Alarm operated OR presence/operation undetermined,8 - Not applicable - no smoke alarm or presence undetermined,"8 - Not applicable: No alarm, no persons present",10 - Spread beyond building of origin,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"5 - Flames showing from large area (more than one storey, large area outdoors)",2014-01-31 14:50:38,2014-01-31 14:54:00,2,3.3666666666666667,129.36666666666667
